time	V(drain)	V(gate)	Id(M1)
4.300150000000323e-006	1.377131e-003	1.000000e+001	9.999082e-002
4.402550000000330e-006	1.377131e-003	1.000000e+001	9.999082e-002
4.504950000000338e-006	1.377131e-003	1.000000e+001	9.999082e-002
4.607350000000346e-006	1.377131e-003	1.000000e+001	9.999082e-002
4.709750000000353e-006	1.377131e-003	1.000000e+001	9.999082e-002
4.812150000000361e-006	1.377131e-003	1.000000e+001	9.999082e-002
4.914550000000369e-006	1.377131e-003	1.000000e+001	9.999082e-002
5.010000000000000e-006	1.377131e-003	1.000000e+001	9.999082e-002
5.010464285714125e-006	1.182993e-003	9.922107e+000	9.999211e-002
5.010928571428250e-006	9.892168e-004	9.839948e+000	9.999341e-002
5.011392857142374e-006	7.958033e-004	9.753522e+000	9.999469e-002
5.011857142856499e-006	6.027523e-004	9.662829e+000	9.999598e-002
5.012321428570624e-006	4.100635e-004	9.567869e+000	9.999727e-002
5.012785714284749e-006	2.177371e-004	9.468643e+000	9.999855e-002
5.013249999998873e-006	2.577306e-005	9.365149e+000	9.999983e-002
5.013721428570302e-006	-1.681187e-004	9.255862e+000	1.000011e-001
5.014192857141731e-006	-3.645631e-004	9.142510e+000	1.000024e-001
5.014664285713159e-006	-5.635601e-004	9.025094e+000	1.000038e-001
5.015135714284588e-006	-7.651096e-004	8.903612e+000	1.000051e-001
5.015607142856016e-006	-9.692118e-004	8.778066e+000	1.000065e-001
5.016078571427445e-006	-1.175867e-003	8.648455e+000	1.000078e-001
5.016549999998874e-006	-1.385074e-003	8.514780e+000	1.000092e-001
5.016649999998874e-006	-1.430370e-003	8.485946e+000	1.000095e-001
5.017128571427606e-006	-1.647829e-003	8.345417e+000	1.000110e-001
5.017607142856338e-006	-1.873677e-003	8.201040e+000	1.000125e-001
5.018085714285071e-006	-2.107914e-003	8.052815e+000	1.000141e-001
5.018564285713804e-006	-2.350540e-003	7.900741e+000	1.000157e-001
5.019042857142536e-006	-2.601555e-003	7.744819e+000	1.000173e-001
5.019521428571268e-006	-2.860960e-003	7.585048e+000	1.000191e-001
5.020000000000000e-006	-3.128753e-003	7.421429e+000	1.000209e-001
5.021878571428572e-006	-3.217120e-003	7.087390e+000	1.000215e-001
5.023757142857143e-006	-3.327170e-003	6.766891e+000	1.000222e-001
5.025635714285715e-006	-3.458902e-003	6.459933e+000	1.000231e-001
5.027514285714287e-006	-3.612316e-003	6.166515e+000	1.000241e-001
5.029392857142858e-006	-3.787412e-003	5.886638e+000	1.000252e-001
5.031271428571429e-006	-3.984191e-003	5.620301e+000	1.000266e-001
5.033150000000001e-006	-4.202652e-003	5.367504e+000	1.000280e-001
5.034250000000001e-006	-4.345843e-003	5.224193e+000	1.000290e-001
5.035350000000002e-006	-4.525682e-003	5.084454e+000	1.000302e-001
5.036450000000002e-006	-4.742166e-003	4.948287e+000	1.000316e-001
5.037550000000001e-006	-4.995297e-003	4.815692e+000	1.000333e-001
5.038650000000001e-006	-5.285074e-003	4.686670e+000	1.000352e-001
5.039750000000002e-006	-5.611498e-003	4.561220e+000	1.000374e-001
5.040850000000002e-006	-5.974568e-003	4.439342e+000	1.000398e-001
5.041464285714288e-006	-6.202752e-003	4.372596e+000	1.000414e-001
5.042078571428573e-006	-6.479090e-003	4.306794e+000	1.000432e-001
5.042692857142859e-006	-6.803582e-003	4.241934e+000	1.000454e-001
5.043307142857145e-006	-7.176228e-003	4.178018e+000	1.000478e-001
5.043921428571431e-006	-7.597027e-003	4.115045e+000	1.000506e-001
5.044535714285716e-006	-8.065980e-003	4.053014e+000	1.000538e-001
5.045150000000002e-006	-8.583087e-003	3.991927e+000	1.000572e-001
5.045535714285716e-006	-8.943715e-003	3.954007e+000	1.000596e-001
5.045921428571431e-006	-9.374406e-003	3.916405e+000	1.000625e-001
5.046307142857145e-006	-9.875161e-003	3.879118e+000	1.000658e-001
5.046692857142859e-006	-1.044598e-002	3.842148e+000	1.000696e-001
5.047078571428573e-006	-1.108686e-002	3.805495e+000	1.000739e-001
5.047464285714288e-006	-1.179781e-002	3.769158e+000	1.000786e-001
5.047850000000002e-006	-1.257882e-002	3.733137e+000	1.000839e-001
5.048107142857145e-006	-1.315845e-002	3.709281e+000	1.000877e-001
5.048364285714288e-006	-1.383833e-002	3.685524e+000	1.000923e-001
5.048621428571431e-006	-1.461846e-002	3.661866e+000	1.000975e-001
5.048878571428574e-006	-1.549884e-002	3.638308e+000	1.001033e-001
5.049135714285716e-006	-1.647947e-002	3.614850e+000	1.001099e-001
5.049392857142860e-006	-1.756034e-002	3.591491e+000	1.001171e-001
5.049650000000003e-006	-1.874147e-002	3.568232e+000	1.001249e-001
5.049850000000002e-006	-1.975768e-002	3.550195e+000	1.001317e-001
5.050050000000003e-006	-2.093875e-002	3.532164e+000	1.001396e-001
5.050250000000002e-006	-2.228469e-002	3.514141e+000	1.001486e-001
5.050450000000003e-006	-2.379549e-002	3.496124e+000	1.001586e-001
5.050650000000002e-006	-2.547116e-002	3.478115e+000	1.001698e-001
5.050850000000003e-006	-2.731169e-002	3.460113e+000	1.001821e-001
5.051050000000002e-006	-2.931709e-002	3.442118e+000	1.001954e-001
5.051350000000002e-006	-3.290374e-002	3.415007e+000	1.002194e-001
5.051650000000003e-006	-3.719824e-002	3.387747e+000	1.002480e-001
5.051950000000003e-006	-4.236180e-002	3.360259e+000	1.002824e-001
5.052150000000002e-006	-4.638660e-002	3.341759e+000	1.003092e-001
5.052350000000003e-006	-5.096499e-002	3.323076e+000	1.003398e-001
5.052550000000003e-006	-5.619164e-002	3.304166e+000	1.003746e-001
5.052750000000003e-006	-6.218183e-002	3.284972e+000	1.004145e-001
5.052950000000002e-006	-6.898160e-002	3.265475e+000	1.004599e-001
5.053250000000003e-006	-8.037372e-002	3.235827e+000	1.005358e-001
5.053464285714288e-006	-8.931461e-002	3.214393e+000	1.005954e-001
5.053678571428574e-006	-9.834602e-002	3.193026e+000	1.006556e-001
5.053892857142860e-006	-1.074680e-001	3.171728e+000	1.007165e-001
5.054107142857146e-006	-1.166804e-001	3.150499e+000	1.007779e-001
5.054321428571432e-006	-1.259834e-001	3.129338e+000	1.008399e-001
5.054535714285717e-006	-1.353769e-001	3.108245e+000	1.009025e-001
5.054750000000003e-006	-1.448609e-001	3.087220e+000	1.009657e-001
5.055907142857146e-006	-1.928950e-001	2.977476e+000	1.012860e-001
5.057064285714289e-006	-2.369146e-001	2.872427e+000	1.015794e-001
5.058221428571432e-006	-2.769197e-001	2.772073e+000	1.018461e-001
5.059378571428575e-006	-3.129104e-001	2.676415e+000	1.020861e-001
5.060535714285718e-006	-3.448865e-001	2.585453e+000	1.022992e-001
5.061692857142861e-006	-3.728481e-001	2.499186e+000	1.024857e-001
5.062850000000004e-006	-3.967953e-001	2.417615e+000	1.026453e-001
5.064221428571432e-006	-4.207237e-001	2.326070e+000	1.028048e-001
5.065592857142861e-006	-4.411821e-001	2.238867e+000	1.029412e-001
5.066964285714289e-006	-4.581702e-001	2.156006e+000	1.030545e-001
5.068335714285719e-006	-4.716882e-001	2.077486e+000	1.031446e-001
5.069707142857147e-006	-4.817361e-001	2.003308e+000	1.032116e-001
5.071078571428576e-006	-4.883138e-001	1.933471e+000	1.032554e-001
5.072450000000004e-006	-4.914214e-001	1.867976e+000	1.032761e-001
5.074692857142861e-006	-4.943154e-001	1.766981e+000	1.032954e-001
5.076935714285719e-006	-4.922419e-001	1.672796e+000	1.032816e-001
5.079178571428576e-006	-4.852008e-001	1.585423e+000	1.032347e-001
5.081421428571433e-006	-4.731921e-001	1.504861e+000	1.031546e-001
5.083664285714290e-006	-4.562158e-001	1.431109e+000	1.030414e-001
5.085907142857148e-006	-4.342720e-001	1.364168e+000	1.028951e-001
5.088150000000005e-006	-4.073606e-001	1.304039e+000	1.027157e-001
5.089564285714291e-006	-3.877197e-001	1.268618e+000	1.025848e-001
5.090978571428577e-006	-3.665582e-001	1.234926e+000	1.024437e-001
5.092392857142863e-006	-3.438761e-001	1.202963e+000	1.022925e-001
5.093807142857148e-006	-3.196734e-001	1.172728e+000	1.021312e-001
5.095221428571434e-006	-2.939500e-001	1.144221e+000	1.019597e-001
5.096635714285721e-006	-2.667061e-001	1.117444e+000	1.017780e-001
5.098050000000006e-006	-2.379415e-001	1.092395e+000	1.015863e-001
5.098792857142863e-006	-2.223453e-001	1.079718e+000	1.014823e-001
5.099535714285721e-006	-2.063920e-001	1.067396e+000	1.013759e-001
5.100278571428578e-006	-1.900816e-001	1.055428e+000	1.012672e-001
5.101021428571435e-006	-1.734142e-001	1.043816e+000	1.011561e-001
5.101764285714292e-006	-1.563897e-001	1.032557e+000	1.010426e-001
5.102507142857150e-006	-1.390081e-001	1.021654e+000	1.009267e-001
5.103250000000007e-006	-1.212696e-001	1.011105e+000	1.008085e-001
5.103450000000006e-006	-1.164384e-001	1.008312e+000	1.007763e-001
5.103550000000006e-006	-1.140135e-001	1.006925e+000	1.007601e-001
5.103750000000007e-006	-1.091453e-001	1.004167e+000	1.007276e-001
5.104535714285721e-006	-8.977394e-002	9.935759e-001	1.005985e-001
5.105321428571436e-006	-7.003755e-002	9.832938e-001	1.004669e-001
5.106107142857150e-006	-4.993616e-002	9.733205e-001	1.003329e-001
5.106892857142864e-006	-2.946975e-002	9.636560e-001	1.001965e-001
5.107678571428578e-006	-8.638339e-003	9.543003e-001	1.000576e-001
5.108464285714293e-006	1.255808e-002	9.452534e-001	9.991628e-002
5.109250000000007e-006	3.411951e-002	9.365153e-001	9.977254e-002
5.110592857142865e-006	7.177116e-002	9.222774e-001	9.952153e-002
5.111935714285721e-006	1.104467e-001	9.086558e-001	9.926369e-002
5.113278571428579e-006	1.501461e-001	8.956503e-001	9.899903e-002
5.114621428571436e-006	1.908694e-001	8.832612e-001	9.872754e-002
5.115964285714293e-006	2.326166e-001	8.714882e-001	9.844923e-002
5.117307142857150e-006	2.753876e-001	8.603315e-001	9.816408e-002
5.118650000000007e-006	3.191826e-001	8.497910e-001	9.787212e-002
5.118750000000008e-006	3.224872e-001	8.490158e-001	9.785008e-002
5.120750000000008e-006	3.893120e-001	8.343716e-001	9.740458e-002
5.122750000000008e-006	4.590744e-001	8.202090e-001	9.693950e-002
5.124750000000008e-006	5.317742e-001	8.065279e-001	9.645484e-002
5.126750000000008e-006	6.074116e-001	7.933284e-001	9.595059e-002
5.128750000000008e-006	6.859865e-001	7.806104e-001	9.542676e-002
5.130750000000008e-006	7.674988e-001	7.683740e-001	9.488334e-002
5.132750000000009e-006	8.519487e-001	7.566192e-001	9.432034e-002
5.135378571428580e-006	9.676062e-001	7.409856e-001	9.354929e-002
5.138007142857152e-006	1.093662e+000	7.245850e-001	9.270892e-002
5.140635714285724e-006	1.230117e+000	7.074176e-001	9.179922e-002
5.143264285714295e-006	1.376969e+000	6.894832e-001	9.082020e-002
5.145892857142867e-006	1.534221e+000	6.707819e-001	8.977186e-002
5.148521428571438e-006	1.701871e+000	6.513137e-001	8.865420e-002
5.151150000000010e-006	1.879919e+000	6.310786e-001	8.746721e-002
5.154378571428581e-006	2.121435e+000	6.043205e-001	8.585710e-002
5.157607142857154e-006	2.377301e+000	5.778775e-001	8.415133e-002
5.160835714285725e-006	2.647516e+000	5.517496e-001	8.234989e-002
5.164064285714296e-006	2.932079e+000	5.259367e-001	8.045280e-002
5.167292857142868e-006	3.230992e+000	5.004388e-001	7.846005e-002
5.170521428571440e-006	3.544255e+000	4.752560e-001	7.637164e-002
5.173750000000011e-006	3.871866e+000	4.503883e-001	7.418756e-002
5.177621428571440e-006	4.276781e+000	4.229904e-001	7.148813e-002
5.181492857142869e-006	4.682875e+000	3.971372e-001	6.878083e-002
5.185364285714298e-006	5.090149e+000	3.728288e-001	6.606567e-002
5.189235714285727e-006	5.498603e+000	3.500652e-001	6.334264e-002
5.193107142857156e-006	5.908237e+000	3.288463e-001	6.061175e-002
5.196978571428585e-006	6.319051e+000	3.091721e-001	5.787299e-002
5.200850000000014e-006	6.731044e+000	2.910428e-001	5.512637e-002
5.203735714285728e-006	7.030379e+000	2.782723e-001	5.313081e-002
5.206621428571443e-006	7.324046e+000	2.660389e-001	5.117303e-002
5.209507142857157e-006	7.612045e+000	2.543427e-001	4.925303e-002
5.212392857142872e-006	7.894377e+000	2.431834e-001	4.737082e-002
5.215278571428586e-006	8.171040e+000	2.325613e-001	4.552640e-002
5.218164285714301e-006	8.442036e+000	2.224763e-001	4.371976e-002
5.221050000000015e-006	8.707363e+000	2.129283e-001	4.195091e-002
5.221150000000015e-006	8.716399e+000	2.126021e-001	4.189067e-002
5.227121428571445e-006	9.240193e+000	1.943422e-001	3.839871e-002
5.233092857142873e-006	9.732791e+000	1.773289e-001	3.511473e-002
5.239064285714302e-006	1.019419e+001	1.615622e-001	3.203871e-002
5.245035714285732e-006	1.062440e+001	1.470423e-001	2.917067e-002
5.251007142857161e-006	1.102341e+001	1.337690e-001	2.651060e-002
5.256978571428590e-006	1.139123e+001	1.217423e-001	2.405849e-002
5.262950000000019e-006	1.172785e+001	1.109624e-001	2.181436e-002
5.268821428571448e-006	1.202917e+001	1.011022e-001	1.980555e-002
5.274692857142877e-006	1.230887e+001	9.192403e-002	1.794084e-002
5.280564285714306e-006	1.256697e+001	8.342789e-002	1.622023e-002
5.286435714285734e-006	1.280344e+001	7.561378e-002	1.464373e-002
5.292307142857164e-006	1.301830e+001	6.848169e-002	1.321134e-002
5.298178571428593e-006	1.321154e+001	6.203163e-002	1.192306e-002
5.304050000000022e-006	1.338317e+001	5.626360e-002	1.077888e-002
5.306821428571451e-006	1.345990e+001	5.367631e-002	1.026731e-002
5.309592857142879e-006	1.353349e+001	5.119059e-002	9.776763e-003
5.312364285714308e-006	1.360391e+001	4.880642e-002	9.307251e-003
5.315135714285736e-006	1.367118e+001	4.652382e-002	8.858770e-003
5.317907142857165e-006	1.373530e+001	4.434277e-002	8.431320e-003
5.320678571428594e-006	1.379626e+001	4.226329e-002	8.024901e-003
5.323450000000023e-006	1.385407e+001	4.028536e-002	7.639514e-003
5.323550000000023e-006	1.385612e+001	4.021531e-002	7.625872e-003
5.328578571428595e-006	1.395315e+001	3.688215e-002	6.978999e-003
5.333607142857167e-006	1.404344e+001	3.377336e-002	6.377047e-003
5.338635714285739e-006	1.412700e+001	3.088897e-002	5.820016e-003
5.343664285714310e-006	1.420381e+001	2.822896e-002	5.307908e-003
5.348692857142882e-006	1.427389e+001	2.579333e-002	4.840720e-003
5.353721428571454e-006	1.433723e+001	2.358210e-002	4.418455e-003
5.358750000000026e-006	1.439383e+001	2.159524e-002	4.041111e-003
5.363707142857168e-006	1.444529e+001	1.978719e-002	3.698078e-003
5.368664285714312e-006	1.449314e+001	1.810344e-002	3.379073e-003
5.373621428571455e-006	1.453739e+001	1.654399e-002	3.084096e-003
5.378578571428599e-006	1.457803e+001	1.510883e-002	2.813146e-003
5.383535714285741e-006	1.461507e+001	1.379797e-002	2.566223e-003
5.388492857142885e-006	1.464850e+001	1.261140e-002	2.343328e-003
5.393450000000028e-006	1.467833e+001	1.154913e-002	2.144461e-003
5.398078571428600e-006	1.470413e+001	1.063001e-002	1.972446e-003
5.402707142857172e-006	1.472821e+001	9.771829e-003	1.811962e-003
5.407335714285744e-006	1.475055e+001	8.974590e-003	1.663009e-003
5.411964285714315e-006	1.477116e+001	8.238293e-003	1.525587e-003
5.416592857142887e-006	1.479005e+001	7.562939e-003	1.399695e-003
5.421221428571459e-006	1.480720e+001	6.948526e-003	1.285334e-003
5.425850000000030e-006	1.482262e+001	6.395056e-003	1.182503e-003
5.425950000000031e-006	1.482295e+001	6.383357e-003	1.180329e-003
5.430892857142888e-006	1.483810e+001	5.839558e-003	1.079330e-003
5.435835714285746e-006	1.485218e+001	5.334102e-003	9.854960e-004
5.440778571428604e-006	1.486518e+001	4.866987e-003	8.988261e-004
5.445721428571461e-006	1.487710e+001	4.438213e-003	8.193203e-004
5.450664285714318e-006	1.488795e+001	4.047781e-003	7.469788e-004
5.455607142857176e-006	1.489773e+001	3.695691e-003	6.818015e-004
5.460550000000034e-006	1.490643e+001	3.381943e-003	6.237885e-004
5.465492857142891e-006	1.491445e+001	3.092662e-003	5.703037e-004
5.470435714285748e-006	1.492191e+001	2.823891e-003	5.206235e-004
5.475378571428606e-006	1.492879e+001	2.575630e-003	4.747478e-004
5.480321428571464e-006	1.493510e+001	2.347880e-003	4.326766e-004
5.485264285714321e-006	1.494084e+001	2.140639e-003	3.944098e-004
5.490207142857178e-006	1.494601e+001	1.953909e-003	3.599476e-004
5.495150000000036e-006	1.495061e+001	1.787689e-003	3.292898e-004
5.499878571428608e-006	1.495468e+001	1.640613e-003	3.021637e-004
5.504607142857179e-006	1.495846e+001	1.503641e-003	2.769043e-004
5.509335714285751e-006	1.496197e+001	1.376772e-003	2.535117e-004
5.514064285714323e-006	1.496520e+001	1.260006e-003	2.319858e-004
5.518792857142895e-006	1.496815e+001	1.153344e-003	2.123267e-004
5.523521428571466e-006	1.497082e+001	1.056785e-003	1.945343e-004
5.528250000000038e-006	1.497321e+001	9.703291e-004	1.786087e-004
5.528350000000038e-006	1.497326e+001	9.685384e-004	1.782788e-004
5.533307142857181e-006	1.497556e+001	8.851961e-004	1.629273e-004
5.538264285714325e-006	1.497770e+001	8.078029e-004	1.486727e-004
5.543221428571468e-006	1.497967e+001	7.363587e-004	1.355149e-004
5.548178571428611e-006	1.498148e+001	6.708637e-004	1.234539e-004
5.553135714285754e-006	1.498313e+001	6.113178e-004	1.124899e-004
5.558092857142898e-006	1.498461e+001	5.577209e-004	1.026226e-004
5.563050000000041e-006	1.498592e+001	5.100732e-004	9.385224e-005
5.568007142857184e-006	1.498713e+001	4.661538e-004	8.576822e-005
5.572964285714327e-006	1.498826e+001	4.253722e-004	7.826203e-005
5.577921428571470e-006	1.498930e+001	3.877284e-004	7.133368e-005
5.582878571428614e-006	1.499025e+001	3.532222e-004	6.498317e-005
5.587835714285757e-006	1.499112e+001	3.218538e-004	5.921049e-005
5.592792857142900e-006	1.499190e+001	2.936232e-004	5.401566e-005
5.597750000000043e-006	1.499259e+001	2.685302e-004	4.939866e-005
5.602450000000043e-006	1.499320e+001	2.465155e-004	4.534804e-005
5.607150000000044e-006	1.499376e+001	2.260102e-004	4.157525e-005
5.611850000000044e-006	1.499429e+001	2.070146e-004	3.808028e-005
5.616550000000045e-006	1.499477e+001	1.895285e-004	3.486314e-005
5.621250000000045e-006	1.499521e+001	1.735519e-004	3.192382e-005
5.625950000000046e-006	1.499561e+001	1.590848e-004	2.926233e-005
5.630650000000046e-006	1.499597e+001	1.461274e-004	2.687867e-005
5.630750000000046e-006	1.499598e+001	1.458573e-004	2.682900e-005
5.635735714285761e-006	1.499632e+001	1.332252e-004	2.450519e-005
5.640721428571476e-006	1.499665e+001	1.215001e-004	2.234829e-005
5.645707142857190e-006	1.499695e+001	1.106822e-004	2.035828e-005
5.650692857142904e-006	1.499722e+001	1.007715e-004	1.853518e-005
5.655678571428619e-006	1.499747e+001	9.176783e-005	1.687897e-005
5.660664285714334e-006	1.499769e+001	8.367131e-005	1.538966e-005
5.665650000000049e-006	1.499789e+001	7.648191e-005	1.406725e-005
5.670664285714335e-006	1.499807e+001	6.982241e-005	1.284230e-005
5.675678571428621e-006	1.499824e+001	6.364331e-005	1.170573e-005
5.680692857142907e-006	1.499840e+001	5.794461e-005	1.065753e-005
5.685707142857193e-006	1.499855e+001	5.272632e-005	9.697706e-006
5.690721428571479e-006	1.499868e+001	4.798843e-005	8.826250e-006
5.695735714285765e-006	1.499879e+001	4.373094e-005	8.043165e-006
5.700750000000051e-006	1.499890e+001	3.995386e-005	7.348452e-006
5.705364285714337e-006	1.499899e+001	3.673292e-005	6.756030e-006
5.709978571428623e-006	1.499907e+001	3.372977e-005	6.203666e-006
5.714592857142909e-006	1.499915e+001	3.094440e-005	5.691361e-006
5.719207142857196e-006	1.499922e+001	2.837682e-005	5.219114e-006
5.723821428571482e-006	1.499928e+001	2.602702e-005	4.786927e-006
5.728435714285768e-006	1.499934e+001	2.389501e-005	4.394798e-006
5.733050000000054e-006	1.499939e+001	2.198079e-005	4.042727e-006
5.733150000000054e-006	1.499939e+001	2.194016e-005	4.035254e-006
5.738350000000054e-006	1.499945e+001	1.996450e-005	3.671885e-006
5.743550000000055e-006	1.499950e+001	1.813541e-005	3.335475e-006
5.748750000000055e-006	1.499955e+001	1.645290e-005	3.026023e-006
5.753950000000055e-006	1.499959e+001	1.491697e-005	2.743531e-006
5.759150000000056e-006	1.499963e+001	1.352760e-005	2.487997e-006
5.764350000000056e-006	1.499966e+001	1.228482e-005	2.259423e-006
5.769550000000056e-006	1.499969e+001	1.118860e-005	2.057807e-006
5.774978571428628e-006	1.499972e+001	1.014052e-005	1.865043e-006
5.780407142857200e-006	1.499975e+001	9.172775e-006	1.687056e-006
5.785835714285772e-006	1.499977e+001	8.285380e-006	1.523847e-006
5.791264285714343e-006	1.499979e+001	7.478332e-006	1.375416e-006
5.796692857142915e-006	1.499981e+001	6.751631e-006	1.241761e-006
5.802121428571487e-006	1.499983e+001	6.105277e-006	1.122885e-006
5.807550000000059e-006	1.499985e+001	5.539268e-006	1.018785e-006
5.811535714285774e-006	1.499986e+001	5.149956e-006	9.471835e-007
5.815521428571489e-006	1.499987e+001	4.784059e-006	8.798885e-007
5.819507142857203e-006	1.499988e+001	4.441579e-006	8.169002e-007
5.823492857142917e-006	1.499989e+001	4.122515e-006	7.582185e-007
5.827478571428632e-006	1.499989e+001	3.826867e-006	7.038436e-007
5.831464285714347e-006	1.499990e+001	3.554636e-006	6.537754e-007
5.835450000000061e-006	1.499991e+001	3.305821e-006	6.080139e-007
5.835550000000061e-006	1.499991e+001	3.299710e-006	6.068901e-007
5.841950000000062e-006	1.499992e+001	2.940900e-006	5.408985e-007
5.848350000000062e-006	1.499993e+001	2.613159e-006	4.806212e-007
5.854750000000063e-006	1.499994e+001	2.316488e-006	4.260581e-007
5.861150000000063e-006	1.499994e+001	2.050886e-006	3.772093e-007
5.867550000000064e-006	1.499995e+001	1.816353e-006	3.340747e-007
5.873950000000064e-006	1.499996e+001	1.612890e-006	2.966543e-007
5.880350000000065e-006	1.499996e+001	1.440496e-006	2.649481e-007
5.888164285714351e-006	1.499997e+001	1.253715e-006	2.305959e-007
5.895978571428637e-006	1.499997e+001	1.085533e-006	1.996643e-007
5.903792857142923e-006	1.499997e+001	9.359489e-007	1.721533e-007
5.911607142857210e-006	1.499998e+001	8.049641e-007	1.480629e-007
5.919421428571496e-006	1.499998e+001	6.925782e-007	1.273932e-007
5.927235714285783e-006	1.499998e+001	5.987910e-007	1.101442e-007
5.935050000000069e-006	1.499999e+001	5.236026e-007	9.631579e-008
5.937950000000069e-006	1.499999e+001	4.962500e-007	9.128520e-008
5.949064285714356e-006	1.499999e+001	4.099752e-007	7.541782e-008
5.960178571428642e-006	1.499999e+001	3.344300e-007	6.152378e-008
5.971292857142929e-006	1.499999e+001	2.696143e-007	4.960309e-008
5.982407142857216e-006	1.499999e+001	2.155283e-007	3.965576e-008
5.993521428571502e-006	1.500000e+001	1.721718e-007	3.168177e-008
6.004635714285789e-006	1.500000e+001	1.395449e-007	2.568113e-008
6.015750000000075e-006	1.500000e+001	1.176475e-007	2.165384e-008
6.040350000000077e-006	1.500000e+001	7.463174e-008	1.374252e-008
6.054964285714363e-006	1.500000e+001	5.866400e-008	1.080579e-008
6.069578571428650e-006	1.500000e+001	4.500041e-008	8.292828e-009
6.084192857142937e-006	1.500000e+001	3.364097e-008	6.203638e-009
6.098807142857224e-006	1.500000e+001	2.458569e-008	4.538219e-009
6.113421428571511e-006	1.500000e+001	1.783456e-008	3.296572e-009
6.128035714285798e-006	1.500000e+001	1.338758e-008	2.478697e-009
6.142650000000084e-006	1.500000e+001	1.124476e-008	2.084593e-009
6.142750000000085e-006	1.500000e+001	1.122397e-008	2.080779e-009
6.245150000000092e-006	1.500000e+001	1.687991e-009	3.269530e-010
6.347550000000100e-006	1.500000e+001	2.538470e-010	6.318022e-011
6.449950000000108e-006	1.500000e+001	3.819650e-011	2.354578e-011
6.552350000000115e-006	1.500000e+001	5.743201e-012	1.755516e-011
6.654750000000123e-006	1.500000e+001	8.725810e-013	1.665855e-011
6.757150000000131e-006	1.500000e+001	1.428078e-013	1.652215e-011
6.859550000000138e-006	1.500000e+001	2.931607e-014	1.650555e-011
6.961950000000146e-006	1.500000e+001	1.030087e-014	1.649739e-011
7.064350000000154e-006	1.500000e+001	2.455936e-015	1.649333e-011
7.166750000000161e-006	1.500000e+001	6.288418e-016	1.649997e-011
7.269150000000169e-006	1.500000e+001	-1.048062e-015	1.649990e-011
7.371550000000177e-006	1.500000e+001	7.968069e-018	1.650005e-011
7.473950000000185e-006	1.500000e+001	-2.401249e-015	1.649693e-011
7.576350000000192e-006	1.500000e+001	5.784000e-016	1.650052e-011
7.678750000000200e-006	1.500000e+001	2.526627e-017	1.649995e-011
7.781150000000208e-006	1.500000e+001	-7.854563e-018	1.649994e-011
7.883550000000215e-006	1.500000e+001	-1.461948e-017	1.649990e-011
7.985950000000223e-006	1.500000e+001	-1.461948e-017	1.649990e-011
8.088350000000231e-006	1.500000e+001	-1.461948e-017	1.649990e-011
8.190750000000238e-006	1.500000e+001	-1.461948e-017	1.649990e-011
8.293150000000246e-006	1.500000e+001	-1.461948e-017	1.649990e-011
8.395550000000254e-006	1.500000e+001	-1.461948e-017	1.649990e-011
8.497950000000261e-006	1.500000e+001	-1.461948e-017	1.649990e-011
8.600350000000269e-006	1.500000e+001	-1.461948e-017	1.649990e-011
8.702750000000277e-006	1.500000e+001	-1.461948e-017	1.649990e-011
8.805150000000285e-006	1.500000e+001	-1.461948e-017	1.649990e-011
8.907550000000292e-006	1.500000e+001	-1.461948e-017	1.649990e-011
9.009950000000300e-006	1.500000e+001	-1.461948e-017	1.649990e-011
9.112350000000308e-006	1.500000e+001	-1.461948e-017	1.649990e-011
9.214750000000315e-006	1.500000e+001	-1.461948e-017	1.649990e-011
9.317150000000323e-006	1.500000e+001	-1.461948e-017	1.649990e-011
9.419550000000331e-006	1.500000e+001	-1.461948e-017	1.649990e-011
9.521950000000338e-006	1.500000e+001	-1.461948e-017	1.649990e-011
9.624350000000346e-006	1.500000e+001	-1.461948e-017	1.649990e-011
9.726750000000354e-006	1.500000e+001	-1.461948e-017	1.649990e-011
9.829150000000361e-006	1.500000e+001	-1.461948e-017	1.649990e-011
9.931550000000369e-006	1.500000e+001	-1.461948e-017	1.649990e-011
1.000000000000000e-005	1.500000e+001	-9.625246e-018	1.650026e-011
1.000000999999993e-005	1.500000e+001	1.631120e-003	-1.912639e-008
1.000002999999978e-005	1.500001e+001	4.907530e-003	-9.870013e-008
1.000006999999948e-005	1.500007e+001	1.152950e-002	-4.589068e-007
1.000014999999888e-005	1.500028e+001	2.499909e-002	-1.834738e-006
1.000024999999888e-005	1.500070e+001	4.221079e-002	-4.641591e-006
1.000034999999888e-005	1.500131e+001	5.986550e-002	-8.731766e-006
1.000044999999888e-005	1.500212e+001	7.798406e-002	-1.416341e-005
1.000054999999888e-005	1.500314e+001	9.656384e-002	-2.092649e-005
1.000064999999888e-005	1.500435e+001	1.156022e-001	-2.901105e-005
1.000074999999888e-005	1.500576e+001	1.350965e-001	-3.840725e-005
1.000084999999888e-005	1.500737e+001	1.550443e-001	-4.910533e-005
1.000094999999888e-005	1.500916e+001	1.754428e-001	-6.109564e-005
1.000104999999888e-005	1.501116e+001	1.962895e-001	-7.436862e-005
1.000114999999888e-005	1.501334e+001	2.175819e-001	-8.891480e-005
1.000124999999888e-005	1.501571e+001	2.393174e-001	-1.047248e-004
1.000134999999888e-005	1.501827e+001	2.614936e-001	-1.217894e-004
